WARNING:scraper:Empty parse for query=AAA period=2025-2 (len=43686, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PGZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PI period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PJ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PK period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PM period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PO period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PP period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PQ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI0 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI31 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI32 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI33 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI34 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI37 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI39 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI7 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI8 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSI9 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PST period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PSZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PTZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PU period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PV period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PW period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PX period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PY period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=PZ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:ignoring cached non-html payload for https://buscacursos.uc.cl/?cxml_semestre=2026-1&cxml_sigla=Q
WARNING:scraper:Empty parse for query=QB period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QD period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QE period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QG period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QID period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QII period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM13 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM14 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM16 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM17 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM18 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM19 period=2026-1 (len=43752, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM6 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM7 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM8 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIM9 period=2026-1 (len=43751, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QIZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QJ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QK period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QL period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QM period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QN period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QQ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTA period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTB period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTC period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTD period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTE period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTF period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTG period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTH period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTI period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTJ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTK period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTL period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTM period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTN period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTO period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTP period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTQ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTR period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTS period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTT period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTU period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTV period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTW period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTX period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTY period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QTZ period=2026-1 (len=43750, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QV period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QW period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QX period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QY period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=QZ period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:ignoring cached non-html payload for https://buscacursos.uc.cl/?cxml_semestre=2026-1&cxml_sigla=R
WARNING:scraper:Empty parse for query=RF period=2026-1 (len=43749, rowPar=False, rowImpar=False)
WARNING:scraper:Empty parse for query=RG period=2026-1 (len=43749, rowPar=False, rowImpar=False)
